Date,USD/BGN,USD/HUF,USD/EUR
11/17/2021,1.720979,322.429993,0.8833
11/18/2021,1.71731,321.820007,0.8833
11/19/2021,1.71011,320.309998,0.87963
11/22/2021,1.72251,325.313995,0.88686
11/23/2021,1.733847,329.059998,0.88951
11/24/2021,1.72934,328.940002,0.88929
11/25/2021,1.73547,328.880005,0.89262
11/26/2021,1.7349,326.359985,0.89209
11/29/2021,1.7169,326.795013,0.88549
11/30/2021,1.7222,325.105011,0.88547
12/1/2021,1.7151,321.779999,0.88259
12/2/2021,1.7182,320.420013,0.88343
12/3/2021,1.7207,321.899994,0.88447
12/6/2021,1.727785,322.700012,0.88458
12/7/2021,1.7234,323.869995,0.886
12/8/2021,1.727936,325.380005,0.8868
12/9/2021,1.7145,321.410004,0.8814
12/10/2021,1.72247,323.329987,0.88548
12/13/2021,1.719664,323.054993,0.88403
12/14/2021,1.72441,325.769989,0.8861
12/15/2021,1.72751,326.244995,0.888
12/16/2021,1.72181,326.971008,0.88568
12/17/2021,1.71621,324.579987,0.88229
12/20/2021,1.7302,326.089996,0.8894
12/21/2021,1.7241,326.091003,0.88672
12/22/2021,1.726735,325.575012,0.88593
12/23/2021,1.71631,324.825012,0.8827
12/24/2021,1.721284,326.339996,0.88282
12/27/2021,1.721154,326.350006,0.88306
12/28/2021,1.721503,326.083008,0.88261
12/29/2021,1.721453,326.309998,0.8838
12/30/2021,1.7119,325.700012,0.88027
12/31/2021,1.717927,325.631012,0.883
1/3/2022,1.70855,324.309998,0.87924
1/4/2022,1.724681,324.679993,0.88478
1/5/2022,1.726563,321.390015,0.88624
1/6/2022,1.7189,320.190002,0.8839
1/7/2022,1.7213,318.839996,0.8852
1/10/2022,1.718052,315.86499,0.88075
1/11/2022,1.7166,316.440002,0.88258
1/12/2022,1.713038,313.940002,0.87978
1/13/2022,1.6994,308.399994,0.874
1/14/2022,1.6974,309.372986,0.87282
1/17/2022,1.7037,312.100006,0.87637
1/18/2022,1.70205,311.686005,0.87638
1/19/2022,1.720062,315.570007,0.88264
1/20/2022,1.71461,313.290009,0.88157
1/21/2022,1.722254,314.73999,0.88388
1/24/2022,1.717626,315.782013,0.88172
1/25/2022,1.71691,318.850006,0.88307
1/26/2022,1.723625,317.200012,0.8846
1/27/2022,1.733245,320.25,0.8894
1/28/2022,1.74521,319.790009,0.8971
1/31/2022,1.747129,321.11499,0.89667
2/1/2022,1.734445,316.125,0.8905
2/2/2022,1.728492,315.045013,0.887
2/3/2022,1.71957,313.309998,0.88496
2/4/2022,1.6997,309.5,0.87445
2/7/2022,1.703884,308.48999,0.87297
2/8/2022,1.70309,308.860992,0.8739
2/9/2022,1.705843,309.321014,0.87556
2/10/2022,1.7024,308.709991,0.87554
2/11/2022,1.70409,309.838013,0.876
2/14/2022,1.710016,312.984985,0.87989
2/15/2022,1.723493,315.779999,0.88446
2/16/2022,1.7135,311.019989,0.88053
2/17/2022,1.7096,311.869995,0.8791
2/18/2022,1.70999,313.5,0.87978
2/21/2022,1.7167,315.579987,0.88361
2/22/2022,1.7197,315.214996,0.8842
2/23/2022,1.716455,313.694,0.88268
2/24/2022,1.72,319.519989,0.88451
2/25/2022,1.7367,328.940002,0.8936
2/28/2022,1.730909,328.769989,0.89437
3/1/2022,1.7331,330.48999,0.89159
3/2/2022,1.7483,337.364014,0.89825
3/3/2022,1.7494,339.63501,0.8999
3/4/2022,1.760429,343.609985,0.9036
3/7/2022,1.783092,356.089996,0.91958
3/8/2022,1.79121,360.760986,0.92036
3/9/2022,1.785,357.279999,0.91758
3/10/2022,1.760139,340.720001,0.90303
3/11/2022,1.77,345.605011,0.90794
3/14/2022,1.780761,347.692993,0.91474
3/15/2022,1.7777,341.446014,0.91381
3/16/2022,1.777243,338.959991,0.91163
3/17/2022,1.76451,335.484985,0.90728
3/18/2022,1.7522,334.841003,0.90094
3/21/2022,1.765071,339.407013,0.90554
3/22/2022,1.76784,338.785004,0.90767
3/23/2022,1.758384,335.563995,0.90664
3/24/2022,1.76701,338.893005,0.90857
3/25/2022,1.7668,340.56601,0.9083
3/28/2022,1.773915,339.170013,0.91059
3/29/2022,1.76979,340.806,0.9096
3/30/2022,1.75626,330.973999,0.90159
3/31/2022,1.74241,328.744995,0.89591
4/1/2022,1.75681,331.792999,0.90315
4/4/2022,1.76101,332.429993,0.9052
4/5/2022,1.77237,335.940002,0.91109
4/6/2022,1.786154,344.829987,0.91689
4/7/2022,1.7848,347.636993,0.91758
4/8/2022,1.78815,348.217987,0.9204
4/11/2022,1.7887,346.488007,0.9187
4/12/2022,1.78809,347.580994,0.91929
4/13/2022,1.79631,348.619995,0.92369
4/14/2022,1.786,345.76001,0.91772
4/15/2022,1.797417,347.540009,0.92413
4/18/2022,1.799034,347.51001,0.92462
4/19/2022,1.79595,346.429993,0.92749
4/20/2022,1.8026,344.364014,0.9264
4/21/2022,1.790817,341.619995,0.92167
4/22/2022,1.7945,341.980011,0.92292
4/25/2022,1.806391,342.606995,0.92498
4/26/2022,1.81591,347.459991,0.93334
4/27/2022,1.830163,354.190002,0.93953
4/28/2022,1.845862,358.089996,0.94741
4/29/2022,1.85659,360.269989,0.952
5/2/2022,1.84391,358.583008,0.94913
5/3/2022,1.850966,363.059998,0.95156
5/4/2022,1.84849,361.601013,0.9498
5/5/2022,1.8341,353.535004,0.9414
5/6/2022,1.84529,360.98999,0.94879
5/9/2022,1.8447,362.350006,0.94947
5/10/2022,1.84489,359.503998,0.94645
5/11/2022,1.84701,360.247009,0.9494
5/12/2022,1.8499,360.980011,0.95125
5/13/2022,1.87843,368.734985,0.96343
5/16/2022,1.8704,370.46701,0.96148
5/17/2022,1.8644,373.309998,0.95795
5/18/2022,1.847262,366.079987,0.94806
5/19/2022,1.861039,366.377991,0.95486
5/20/2022,1.8379,363.225006,0.94527
5/23/2022,1.8425,362.940002,0.94609
5/24/2022,1.82061,357.424011,0.93615
5/25/2022,1.817853,356.529999,0.9314
5/26/2022,1.81985,367.161011,0.93575
5/27/2022,1.8121,365.359985,0.93171
5/30/2022,1.82003,366.940002,0.93184
5/31/2022,1.808419,364.174988,0.9282
6/1/2022,1.816073,369.5,0.93161
6/2/2022,1.828788,372.071014,0.9386
6/3/2022,1.8109,366.459991,0.93014
6/6/2022,1.814406,364.955994,0.93231
6/7/2022,1.8192,362.058014,0.93533
6/8/2022,1.819406,362.945007,0.9347
6/9/2022,1.8148,368.563995,0.93304
6/10/2022,1.83548,372.119995,0.94169
6/13/2022,1.85119,378.839996,0.95329
6/14/2022,1.870663,384.059998,0.96014
6/15/2022,1.8663,383.975006,0.9578
6/16/2022,1.86271,380.089996,0.95637
6/17/2022,1.8444,377.929993,0.94815
6/20/2022,1.8527,379.48999,0.95316
6/21/2022,1.85055,377.130005,0.9505
6/22/2022,1.84635,374.399994,0.94943
6/23/2022,1.84354,374.515015,0.9466
6/24/2022,1.850938,379.565002,0.95056
6/27/2022,1.844326,378.899994,0.94642
6/28/2022,1.841976,380.399994,0.9451
6/29/2022,1.8484,377.220001,0.95025
6/30/2022,1.8631,376.579987,0.95725
7/1/2022,1.85505,378.160004,0.95441
7/4/2022,1.874778,383.75,0.95841
7/5/2022,1.86852,385.570007,0.95848
7/6/2022,1.899525,397.200012,0.97488
7/7/2022,1.910723,401.850006,0.9817
7/8/2022,1.91489,395.799988,0.9833
7/11/2022,1.915147,396.618988,0.98366
7/12/2022,1.939376,405.369995,0.99527
7/13/2022,1.94085,405.779999,0.9967
7/14/2022,1.93561,409.165009,0.99674
7/15/2022,1.942194,405.309998,0.99744
7/18/2022,1.932655,396.894989,0.99046
7/19/2022,1.9175,395.230011,0.98569
7/20/2022,1.903952,389.049988,0.97739
7/21/2022,1.9112,391.200012,0.98205
7/22/2022,1.9026,389.820007,0.97837
7/25/2022,1.906608,389.089996,0.98037
7/26/2022,1.9032,390.195007,0.978
7/27/2022,1.923259,395.679993,0.98721
7/28/2022,1.909256,395.75,0.9795
7/29/2022,1.910716,396.904999,0.98113
8/1/2022,1.90361,394.779999,0.9796
8/2/2022,1.89859,390.220001,0.97453
8/3/2022,1.91331,392.220001,0.98467
8/4/2022,1.9145,388.105011,0.98448
8/5/2022,1.901214,385.279999,0.97582
8/8/2022,1.917023,387.195007,0.9832
8/9/2022,1.90851,386.440002,0.98062
8/10/2022,1.9053,388.769989,0.97961
8/11/2022,1.8891,384.540009,0.9708
8/12/2022,1.8847,382.440002,0.9693
8/15/2022,1.897523,382.251007,0.975
8/16/2022,1.9148,392.640015,0.98406
8/17/2022,1.913,396.600006,0.98322
8/18/2022,1.9116,396.290009,0.9823
8/19/2022,1.931007,402.51001,0.99109
8/22/2022,1.93772,402.544006,0.99649
8/23/2022,1.959045,411.600006,1.00609
8/24/2022,1.95141,414.980011,1.00332
8/25/2022,1.95215,410.570007,1.0031
8/26/2022,1.95271,412.140015,1.00288
8/29/2022,1.95337,413.339996,1.00617
8/30/2022,1.946,407.149994,0.9986
8/31/2022,1.9427,401.147003,0.9975
9/1/2022,1.9367,398.536987,0.99611
9/2/2022,1.958951,403.75,1.00479
9/5/2022,1.946395,403.842987,1.00914
9/6/2022,1.9574,405.899994,1.0048
9/7/2022,1.96511,407.597992,1.01031
9/8/2022,1.945098,395.959991,1.00043
9/9/2022,1.9453,396.579987,0.9988
9/12/2022,1.94056,392.880005,0.99291
9/13/2022,1.92133,392.545013,0.98721
9/14/2022,1.95171,399.860992,1.0018
9/15/2022,1.954208,406.089996,1.0016
9/16/2022,1.951154,409.494995,1.00117
9/19/2022,1.950699,402.899994,0.99777
9/20/2022,1.9406,397.158997,0.99705
9/21/2022,1.95113,402.268005,1.00293
9/22/2022,1.9775,413.924988,1.01722
9/23/2022,1.97859,411.674988,1.0161
9/26/2022,2.00931,418.429993,1.032
9/27/2022,2.007202,423.785004,1.0391
9/28/2022,2.031585,424.434998,1.04208
9/29/2022,2.002,425.204987,1.03006
9/30/2022,1.9821,428.5,1.01734
10/3/2022,1.987283,430.679993,1.02117
10/4/2022,1.97985,425.475006,1.01708
10/5/2022,1.951356,420,1.00157
10/6/2022,1.96761,425.23999,1.00898
10/7/2022,1.98781,432.464996,1.02155
10/10/2022,1.99959,435.429993,1.02722
10/11/2022,2.007512,438.970001,1.02986
10/12/2022,2.00875,442.399994,1.03091
10/13/2022,2.00491,444.829987,1.03008
10/14/2022,1.992547,438.670013,1.0255
10/17/2022,2.001609,428,1.02676
10/18/2022,1.97751,418.024994,1.0156
10/19/2022,1.974947,419.170013,1.0138
10/20/2022,1.9923,423.570007,1.02391
10/21/2022,1.98849,417.908997,1.02261
10/24/2022,1.974618,415.769989,1.01419
10/25/2022,1.97209,418.98999,1.01148
10/26/2022,1.95689,415.506012,1.00364
10/27/2022,1.9303,405.169006,0.99089
10/28/2022,1.952,410.23999,1.00323
10/31/2022,1.95459,413.040009,1.00452
11/1/2022,1.971217,413.734985,1.0115
11/2/2022,1.97081,411.325012,1.01236
11/3/2022,1.98267,415.040009,1.01891
11/4/2022,1.998247,416.204987,1.02568
11/7/2022,1.966616,405.36499,1.00717
11/8/2022,1.94221,399.980011,0.99814
11/9/2022,1.929605,398.769989,0.99198
11/10/2022,1.946053,401.625,0.99805
11/11/2022,1.90699,393.839996,0.98114
11/14/2022,1.878525,391.184998,0.96819
11/15/2022,1.887283,396.410004,0.96906
11/16/2022,1.878,397.825012,0.96545
11/17/2022,1.872899,393.575012,0.962
11/18/2022,1.87989,396.679993,0.96509
11/21/2022,1.8848,393.899994,0.96797
11/22/2022,1.89961,399.059998,0.97602
11/23/2022,1.8882,393.804993,0.96983
11/24/2022,1.87139,393.920013,0.96004
11/25/2022,1.86901,396.670013,0.96079
11/28/2022,1.869,394.475006,0.96455
11/29/2022,1.883315,392.964996,0.9666
11/30/2022,1.8836,393.190002,0.96857
12/1/2022,1.871533,392.119995,0.9592
12/2/2022,1.85137,391.399994,0.94981
12/5/2022,1.86457,387.859985,0.94839
12/6/2022,1.856389,393.355011,0.95266
12/7/2022,1.8584,392.679993,0.9552
12/8/2022,1.85091,390.309998,0.95118
12/9/2022,1.8425,396.220001,0.947
12/12/2022,1.84772,397.869995,0.95037
12/13/2022,1.8463,393.149994,0.94861
12/14/2022,1.8296,386.040009,0.94103
12/15/2022,1.8209,379.545013,0.93665
12/16/2022,1.832096,381.964996,0.9398
12/19/2022,1.838011,383.369995,0.94473
12/20/2022,1.8336,380.059998,0.9421
12/21/2022,1.83069,378.404999,0.941
12/22/2022,1.8341,378.880005,0.9425
12/23/2022,1.8355,377.809998,0.9431
12/26/2022,1.8324,375.621002,0.9374
12/27/2022,1.832731,375.839996,0.93983
12/28/2022,1.835555,376.720001,0.9401
12/29/2022,1.8357,377.670013,0.9408
12/30/2022,1.8237,374.820007,0.93802
1/2/2023,1.8172,371.070007,0.93373
1/3/2023,1.820072,375.950012,0.93653
1/4/2023,1.84421,379.220001,0.94815
1/5/2023,1.8339,372.825012,0.94283
1/6/2023,1.849,376.369995,0.95037
1/9/2023,1.830413,370.039001,0.93841
1/10/2023,1.8125,369.540009,0.93169
1/11/2023,1.814237,371.019989,0.93119
1/12/2023,1.80841,369.709991,0.92885
1/13/2023,1.79602,365.709991,0.92079
1/16/2023,1.795766,365.970001,0.92382
1/17/2023,1.7971,367.980011,0.92335
1/18/2023,1.80265,367.480011,0.9265
1/19/2023,1.8015,365.451996,0.92611
1/20/2023,1.7956,363.790009,0.92303
1/23/2023,1.7917,361.709991,0.92038
1/24/2023,1.7895,363.619995,0.9196
1/25/2023,1.789588,357.390015,0.91843
1/26/2023,1.78161,354.25,0.91558
1/27/2023,1.7854,355.880005,0.9179
1/30/2023,1.78981,358.984985,0.91984
1/31/2023,1.792717,359.290009,0.9216
2/1/2023,1.796325,360.029999,0.92073
2/2/2023,1.788123,353.910004,0.90803
2/3/2023,1.785999,353.015015,0.917
2/6/2023,1.799234,359.059998,0.92671
2/7/2023,1.81351,367.63501,0.9319
2/8/2023,1.81481,365.459991,0.93199
2/9/2023,1.8152,360.565002,0.9332
2/10/2023,1.81091,360.820007,0.9309
2/13/2023,1.820406,362.274994,0.93653
2/14/2023,1.816594,356.515015,0.93193
2/15/2023,1.8119,351.554993,0.93147
2/16/2023,1.8194,354.75,0.9353
2/17/2023,1.82269,359.809998,0.93758
2/20/2023,1.823507,358.910004,0.93594
2/21/2023,1.822827,358.01001,0.9361
2/22/2023,1.82675,359.274994,0.93879
2/23/2023,1.83449,359.390015,0.94288
2/24/2023,1.8353,359.410004,0.94357
2/27/2023,1.841103,359.678009,0.94744
2/28/2023,1.8339,356.040009,0.9424
3/1/2023,1.841425,357.295013,0.94542
3/2/2023,1.825993,349.519989,0.9373
3/3/2023,1.83315,354.679993,0.94342
3/6/2023,1.8292,356.079987,0.94107
3/7/2023,1.821,352.515015,0.9356
3/8/2023,1.846427,358.714996,0.9478
3/9/2023,1.84686,357.950012,0.94791
3/10/2023,1.845762,361.980011,0.94476
3/13/2023,1.826716,357.410004,0.93601
3/14/2023,1.810981,366.220001,0.9324
3/15/2023,1.815835,363.230011,0.93217
3/16/2023,1.83893,374.200012,0.94488
3/17/2023,1.836199,371.660004,0.94214
3/20/2023,1.808817,371.429993,0.93643
3/21/2023,1.815,367.950012,0.93291
3/22/2023,1.806,360.785004,0.92814
3/23/2023,1.79103,355.934998,0.91993
3/24/2023,1.79587,353.924988,0.92293
3/27/2023,1.811036,357.119995,0.9278
3/28/2023,1.80087,356.950012,0.92532
3/29/2023,1.7936,351.470001,0.92255
3/30/2023,1.79361,350.815002,0.9222
3/31/2023,1.786976,348.214996,0.91704
4/3/2023,1.789924,352.100006,0.92564
4/4/2023,1.78317,346,0.9164
4/5/2023,1.775117,344.230011,0.9124
4/6/2023,1.7827,345.38501,0.91715
4/7/2023,1.7806,343.869995,0.91574
4/10/2023,1.781917,342.859985,0.91629
4/11/2023,1.78089,345.290009,0.92002
4/12/2023,1.78159,344.161987,0.91596
4/13/2023,1.7682,339.816986,0.9091
4/14/2023,1.7599,337.928009,0.9046
4/17/2023,1.7689,339.769989,0.9102
4/18/2023,1.771994,340.363007,0.9153
4/19/2023,1.77229,338.089996,0.91113
4/20/2023,1.7756,345.779999,0.91306
4/21/2023,1.775906,343.029999,0.9115
4/24/2023,1.775493,342.098999,0.90973
4/25/2023,1.7589,339.890015,0.9042
4/26/2023,1.773177,344.209991,0.91088
4/27/2023,1.76131,338.377991,0.9052
4/28/2023,1.7634,338.174011,0.90645
5/1/2023,1.766375,338.329987,0.90819
5/2/2023,1.76535,339.429993,0.91164
5/3/2023,1.770517,340.248993,0.90819
5/4/2023,1.75675,338.734985,0.90343
5/5/2023,1.768138,338.317993,0.9072
5/8/2023,1.77024,337.115997,0.90755
5/9/2023,1.77032,338.242004,0.90941
5/10/2023,1.7737,338.679993,0.91202
5/11/2023,1.7705,336.390015,0.91041
5/12/2023,1.784736,340.320007,0.91641
5/15/2023,1.79351,340.959991,0.92143
5/16/2023,1.7886,339.410004,0.91965
5/17/2023,1.7906,339.230011,0.92033
5/18/2023,1.79461,341.100006,0.92265
5/19/2023,1.80509,347.752014,0.92804
5/22/2023,1.8,346.51001,0.92398
5/23/2023,1.79901,345.618988,0.92498
5/24/2023,1.809337,348.339996,0.92853
5/25/2023,1.809406,346.006012,0.9296
5/26/2023,1.816536,347.501007,0.93245
5/29/2023,1.816292,345.859985,0.93257
5/30/2023,1.819523,346.880005,0.93391
5/31/2023,1.8125,344.850006,0.9317
6/1/2023,1.81903,346.440002,0.935
6/2/2023,1.807,344.665009,0.9293
6/5/2023,1.816529,345.779999,0.9347
6/6/2023,1.8159,344.519989,0.93355
6/7/2023,1.81861,344.243011,0.93475
6/8/2023,1.8179,343.988007,0.93393
6/9/2023,1.806649,342.679993,0.92741
6/12/2023,1.809753,342.170013,0.93015
6/13/2023,1.80759,342.704987,0.92911
6/14/2023,1.8023,342.820007,0.92684
6/15/2023,1.7953,342.48999,0.92225
6/16/2023,1.77673,340.670013,0.91358
6/19/2023,1.776663,341.109985,0.9139
6/20/2023,1.7808,341.790009,0.91539
6/21/2023,1.7811,340.549988,0.91572
6/22/2023,1.76989,336.059998,0.9097
6/23/2023,1.778394,336.920013,0.9125
6/26/2023,1.78517,339.282013,0.91687
6/27/2023,1.7827,338.105011,0.91655
6/28/2023,1.77441,337.790009,0.91264
6/29/2023,1.7821,339.960999,0.9161
6/30/2023,1.7901,341.440002,0.92013
7/3/2023,1.78243,341.51001,0.9168
7/4/2023,1.78231,342.980011,0.91633
7/5/2023,1.7872,344.79599,0.9187
7/6/2023,1.79123,351.309998,0.9211
7/7/2023,1.78591,353.980011,0.91822
7/10/2023,1.77313,350.429993,0.9116
7/11/2023,1.7673,345.440002,0.9086
7/12/2023,1.769638,343.640015,0.90793
7/13/2023,1.749725,336.640991,0.8973
7/14/2023,1.73251,332.779999,0.89099
7/17/2023,1.732231,332.704987,0.89065
7/18/2023,1.7303,332.473999,0.88987
7/19/2023,1.7315,332.609985,0.89056
7/20/2023,1.7362,337.462006,0.89244
7/21/2023,1.7465,342.579987,0.8979
7/24/2023,1.74793,340.746002,0.89885
7/25/2023,1.758132,341.480011,0.9039
7/26/2023,1.7596,343.630005,0.90494
7/27/2023,1.754,344.549988,0.90266
7/28/2023,1.774037,348.079987,0.91085
7/31/2023,1.763059,348.630005,0.90709
8/1/2023,1.771464,351.923004,0.90929
8/2/2023,1.76809,353.029999,0.90844
8/3/2023,1.77691,354.809998,0.91373
8/4/2023,1.776,358.752991,0.91311
8/7/2023,1.7665,353.429993,0.90887
8/8/2023,1.7677,352.609985,0.90883
8/9/2023,1.7755,355.579987,0.9125
8/10/2023,1.77169,353.84201,0.91094
8/11/2023,1.77101,350.675995,0.91061
8/14/2023,1.776629,349.394012,0.91371
8/15/2023,1.78301,352.140015,0.9166
8/16/2023,1.78401,355.670013,0.91708
8/17/2023,1.78841,355.485992,0.91955
8/18/2023,1.79119,353.779999,0.91957
8/21/2023,1.79315,351.619995,0.91949
8/22/2023,1.785,351.170013,0.91757
8/23/2023,1.7932,352.929993,0.92194
8/24/2023,1.7902,351.899994,0.92032
8/25/2023,1.79951,354.980011,0.926
8/28/2023,1.80517,353.350006,0.92615
8/29/2023,1.797,354.01001,0.92374
8/30/2023,1.7894,350.373993,0.92003
8/31/2023,1.77975,347.048004,0.9147
9/1/2023,1.7939,351.244995,0.92216
9/4/2023,1.802084,356.529999,0.928
9/5/2023,1.79979,354.007996,0.9264
9/6/2023,1.8133,361.23999,0.9323
9/7/2023,1.816367,362.910004,0.93247
9/8/2023,1.81811,361.790009,0.93477
9/11/2023,1.816213,359.390015,0.933
9/12/2023,1.8094,357,0.9302
9/13/2023,1.8086,357.970001,0.92995
9/14/2023,1.81221,357.510986,0.9316
9/15/2023,1.8276,361.220001,0.9401
9/18/2023,1.82671,359.433014,0.93736
9/19/2023,1.8192,358.51001,0.93522
9/20/2023,1.8209,359.109985,0.93615
9/21/2023,1.82551,360.649994,0.9387
9/22/2023,1.8245,363.664001,0.93795
9/25/2023,1.830334,365.480011,0.9391
9/26/2023,1.8363,368.467987,0.94414
9/27/2023,1.8402,369.557007,0.94612
9/28/2023,1.8519,373.529999,0.9519
9/29/2023,1.8414,370.779999,0.94675
10/2/2023,1.838001,368.73999,0.9465
10/3/2023,1.85721,370.803986,0.95413
10/4/2023,1.8583,372.089996,0.9549
10/5/2023,1.8518,368.339996,0.95174
10/6/2023,1.8442,367.381012,0.94817
10/9/2023,1.840779,366.080994,0.9463
10/10/2023,1.841612,367.369995,0.94528
10/11/2023,1.83421,365.279999,0.94297
10/12/2023,1.8317,363.600006,0.94124
10/13/2023,1.84731,367.429993,0.94906
10/16/2023,1.850763,368.529999,0.95043
10/17/2023,1.84251,365.846985,0.94748
10/18/2023,1.8394,363.519989,0.9458
10/19/2023,1.84625,364.369995,0.9489
10/20/2023,1.83875,361.25,0.9446
10/23/2023,1.839225,360.660004,0.94429
10/24/2023,1.82347,357.609985,0.93722
10/25/2023,1.839658,361.540009,0.94381
10/26/2023,1.8412,363.794006,0.94632
10/27/2023,1.84165,362.23999,0.94657
10/30/2023,1.839217,362.967987,0.94675
10/31/2023,1.835973,360.29599,0.94206
11/1/2023,1.839,361.25,0.94526
11/2/2023,1.8389,362.170013,0.94455
11/3/2023,1.8324,359.579987,0.9417
11/6/2023,1.81548,352.369995,0.93178
11/7/2023,1.8148,353.769989,0.9327
11/8/2023,1.820849,353.480011,0.93492
11/9/2023,1.8166,353.820007,0.93367
11/10/2023,1.8237,355.230011,0.93742
11/13/2023,1.815874,352.411987,0.93544
11/14/2023,1.8177,352.380005,0.93442
11/15/2023,1.78805,345.223999,0.91926
11/16/2023,1.793,346.559998,0.92127
11/17/2023,1.792,346.783997,0.92134
11/20/2023,1.78195,346.289001,0.91684
11/21/2023,1.77789,346.890015,0.91358
11/22/2023,1.78261,348.299988,0.9159
11/23/2023,1.7867,349.899994,0.9182
11/24/2023,1.78341,347.809998,0.9169
11/27/2023,1.780082,346.752014,0.91404
11/28/2023,1.777981,346.18399,0.91254
11/29/2023,1.7688,342.779999,0.9086
11/30/2023,1.77309,344.134003,0.91127
12/1/2023,1.788606,348.855988,0.9181
12/4/2023,1.78676,347.541992,0.91843
12/5/2023,1.797739,350.234009,0.9227
12/6/2023,1.8021,351.660004,0.92647
12/7/2023,1.8068,352.703003,0.92879
12/8/2023,1.8027,353.248993,0.9266
12/11/2023,1.807566,352.893005,0.92887
12/12/2023,1.80711,355.839996,0.9288
12/13/2023,1.801631,353.627991,0.92604
12/14/2023,1.7871,348.143005,0.9186
12/15/2023,1.77231,345.059998,0.90962
12/18/2023,1.783583,350.554993,0.91783
12/19/2023,1.7809,351.869995,0.91543
12/20/2023,1.7712,350.029999,0.91066
12/21/2023,1.7773,350.562988,0.9136
12/22/2023,1.7667,347.220001,0.90858
12/25/2023,1.768888,345.29599,0.9069
12/26/2023,1.76847,346.170013,0.90742
12/27/2023,1.76591,345.570007,0.90555
12/28/2023,1.75159,343.899994,0.9002
12/29/2023,1.7579,345.73999,0.90349
1/1/2024,1.76371,346.140015,0.9045
1/2/2024,1.76257,346.359985,0.9059
1/3/2024,1.7776,348.630005,0.91393
1/4/2024,1.7799,347.919006,0.9151
1/5/2024,1.77651,345.880005,0.91346
1/8/2024,1.777798,345.024994,0.91389
1/9/2024,1.7762,344.769989,0.9131
1/10/2024,1.7795,346.335999,0.91471
1/11/2024,1.7726,344.518005,0.91115
1/12/2024,1.7712,344.990997,0.91061
1/15/2024,1.77731,346.253998,0.9136
1/16/2024,1.77639,346.01001,0.9136
1/17/2024,1.791184,348.640015,0.91922
1/18/2024,1.789491,349.209991,0.91863
1/19/2024,1.78849,351.429993,0.91919
1/22/2024,1.785826,350.532013,0.91808
1/23/2024,1.7871,352.440002,0.9191
1/24/2024,1.79191,355.554993,0.92099
1/25/2024,1.78661,355.700012,0.91897
1/26/2024,1.7931,355.019989,0.92191
1/29/2024,1.79267,357.795013,0.92221
1/30/2024,1.798156,358.967987,0.92298
1/31/2024,1.79409,356.170013,0.92222
2/1/2024,1.80263,354.964996,0.92559
2/2/2024,1.7888,351.910004,0.91957
2/5/2024,1.804198,355.63501,0.92764
2/6/2024,1.813688,359.709991,0.93094
2/7/2024,1.8085,359.089996,0.92961
2/8/2024,1.8052,360.209991,0.92801
2/9/2024,1.8049,360.480011,0.92788
2/12/2024,1.80697,358.277008,0.92608
2/13/2024,1.8055,358.970001,0.92831
2/14/2024,1.813728,361.399994,0.9338
2/15/2024,1.8125,362.036011,0.93178
2/16/2024,1.808478,361.019989,0.92817
2/19/2024,1.80985,359.994995,0.92722
2/20/2024,1.8045,360.424988,0.92804
2/21/2024,1.7995,358.276001,0.9248
2/22/2024,1.7977,357.644989,0.92418
2/23/2024,1.79761,357.502014,0.92373
2/26/2024,1.79903,359.114014,0.92421
2/27/2024,1.7926,358.690002,0.92158
2/28/2024,1.79691,360.420013,0.9221
2/29/2024,1.797415,362.839996,0.92261
3/1/2024,1.79995,363.165985,0.9255
3/4/2024,1.79651,363.089996,0.92228
3/5/2024,1.7916,363.950989,0.92122
3/6/2024,1.79161,362.516998,0.92115
3/7/2024,1.78461,361.26001,0.91747
3/8/2024,1.7764,360.834991,0.91323
3/11/2024,1.781598,359.522003,0.91383
3/12/2024,1.7802,360.630005,0.9148
3/13/2024,1.7798,364.899994,0.9151
3/14/2024,1.7763,361.381012,0.9128
3/15/2024,1.7871,362.934998,0.91883
3/18/2024,1.786613,360.696991,0.9189
3/19/2024,1.7891,363,0.91963
3/20/2024,1.7901,363.050995,0.92053
3/21/2024,1.78007,359.927002,0.91431
3/22/2024,1.7906,362.799988,0.92061
3/25/2024,1.80365,367.292999,0.92528
3/26/2024,1.7947,366.119995,0.92266
3/27/2024,1.79561,364.703003,0.92316
3/28/2024,1.797157,365.019989,0.92478
3/29/2024,1.799806,365.059998,0.9264
4/1/2024,1.803824,365.494995,0.92655
4/2/2024,1.80331,367.531006,0.93134
4/3/2024,1.808921,366.399994,0.92863
4/4/2024,1.79515,362.019989,0.92265
4/5/2024,1.795,361.779999,0.92276
4/8/2024,1.795018,359.644989,0.92332
4/9/2024,1.790807,358.73999,0.9205
4/10/2024,1.7913,359.302002,0.92087
4/11/2024,1.81177,364.118011,0.93095
4/12/2024,1.81321,363.187012,0.93224
4/15/2024,1.82897,368.540009,0.939
4/16/2024,1.83063,370.770996,0.94111
4/17/2024,1.8318,371.940002,0.94149
4/18/2024,1.82247,368.179993,0.93726
4/19/2024,1.82717,370.274994,0.93948
4/22/2024,1.823532,369.959991,0.93824
4/23/2024,1.8257,369.73999,0.93861
4/24/2024,1.819259,367.079987,0.9342
4/25/2024,1.81831,367.970001,0.93459
4/26/2024,1.81281,366.220001,0.932
